"FTYPE","long","lat","categorization"
"OSM_shopping",145.01882,-37.96211,"FOI_highstreet"
"OSM_shopping",144.96367,-37.76148,"FOI_highstreet"
"OSM_shopping",144.96305,-37.76449,"FOI_highstreet"
"OSM_shopping",144.52377,-38.26806,"FOI_highstreet"
"OSM_shopping",144.52327,-38.26803,"FOI_highstreet"
"OSM_shopping",145.00446,-37.9516,"FOI_highstreet"
"OSM_shopping",145.09027,-37.90034,"FOI_highstreet"
"OSM_shopping",145.01609,-37.97504,"FOI_highstreet"
"OSM_shopping",145.00444,-37.95191,"FOI_highstreet"
"OSM_shopping",145.00456,-37.95193,"FOI_highstreet"
"OSM_shopping",145.26941,-37.60312,"FOI_highstreet"
"OSM_shopping",144.96212,-37.77348,"FOI_highstreet"
"OSM_shopping",144.35651,-38.07518,"FOI_highstreet"
"OSM_shopping",145.10256,-37.59416,"FOI_highstreet"
"OSM_shopping",145.09332,-37.86437,"FOI_highstreet"
"OSM_shopping",144.98359,-37.80199,"FOI_highstreet"
"OSM_shopping",144.72926,-37.58016,"FOI_highstreet"
"OSM_shopping",144.99941,-37.76924,"FOI_highstreet"
"OSM_shopping",145.0348,-37.98598,"FOI_highstreet"
"OSM_shopping",145.03475,-37.98612,"FOI_highstreet"
"OSM_shopping",144.91629,-37.70568,"FOI_highstreet"
"OSM_shopping",145.0932,-37.83559,"FOI_highstreet"
"OSM_shopping",145.11154,-37.83731,"FOI_highstreet"
"OSM_shopping",145.24152,-37.86844,"FOI_highstreet"
"OSM_shopping",145.24155,-37.86836,"FOI_highstreet"
"OSM_shopping",145.24099,-37.86956,"FOI_highstreet"
"OSM_shopping",145.24133,-37.86841,"FOI_highstreet"
"OSM_shopping",145.24146,-37.86852,"FOI_highstreet"
"OSM_shopping",145.00099,-37.76877,"FOI_highstreet"
"OSM_shopping",145.34286,-37.81042,"FOI_highstreet"
"OSM_shopping",145.06126,-37.93566,"FOI_highstreet"
"OSM_shopping",145.01002,-37.84143,"FOI_highstreet"
"OSM_shopping",145.04254,-37.7497,"FOI_highstreet"
"OSM_shopping",145.04235,-37.74894,"FOI_highstreet"
"OSM_shopping",145.28042,-37.798,"FOI_highstreet"
"OSM_shopping",145.03468,-37.98642,"FOI_highstreet"
"OSM_shopping",145.34599,-38.03088,"FOI_highstreet"
"OSM_shopping",145.3455,-38.03083,"FOI_highstreet"
"OSM_shopping",145.34695,-38.031,"FOI_highstreet"
"OSM_shopping",145.30314,-38.01834,"FOI_highstreet"
"OSM_shopping",145.0355,-37.82104,"FOI_highstreet"
"OSM_shopping",145.03553,-37.82086,"FOI_highstreet"
"OSM_shopping",145.36898,-38.04477,"FOI_highstreet"
"OSM_shopping",145.34106,-37.53158,"FOI_highstreet"
"OSM_shopping",145.15275,-37.95093,"FOI_highstreet"
"OSM_shopping",144.99015,-37.87143,"FOI_highstreet"
"OSM_shopping",145.15025,-37.78798,"FOI_highstreet"
"OSM_shopping",145.14954,-37.78789,"FOI_highstreet"
"OSM_shopping",144.35648,-38.07529,"FOI_highstreet"
"OSM_shopping",144.3564,-38.07555,"FOI_highstreet"
"OSM_shopping",144.3568,-38.07416,"FOI_highstreet"
"OSM_shopping",145.31698,-37.98084,"FOI_highstreet"
"OSM_shopping",145.1196,-37.7093,"FOI_highstreet"
